filename,species,original_path,split
train\Bengal_Tiger\Bengal_Tiger_0030.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_014.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0031.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_025.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0032.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_004.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0033.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_018.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0034.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_039.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0035.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_058.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0036.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_007.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0037.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_018.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0038.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_052.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0039.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_035.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0040.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_055.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0041.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_051.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0042.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_021.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0043.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_047.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0044.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_022.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0045.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_002.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0046.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_057.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0047.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_020.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0048.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_034.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0049.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_042.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0050.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_059.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0051.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_049.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0052.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_042.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0053.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_058.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0054.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_016.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0055.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_033.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0056.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_053.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0057.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_060.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0058.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_004.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0059.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_046.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0060.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_038.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0061.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_030.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0062.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_056.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0063.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_002.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0064.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_053.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0065.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_022.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0066.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_003.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0067.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_024.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0068.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_044.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0069.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_040.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0070.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_028.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0071.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_049.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0072.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_015.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0073.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_027.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0074.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_023.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0075.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_060.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0076.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_021.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0077.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_001.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0078.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_012.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0079.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_047.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0080.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_015.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0081.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_033.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0082.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_052.jpg,train
train\Bengal_Tiger\Bengal_Tiger_0083.jpg,Bengal_Tiger,data\raw\Bengal_Tiger\bengal_tiger_043.jpg,train
train\Great_Hornbill\Great_Hornbill_0000.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_031.jpg,train
train\Great_Hornbill\Great_Hornbill_0001.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_054.jpg,train
train\Great_Hornbill\Great_Hornbill_0002.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_059.jpg,train
train\Great_Hornbill\Great_Hornbill_0003.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_010.jpg,train
train\Great_Hornbill\Great_Hornbill_0004.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_034.jpg,train
train\Great_Hornbill\Great_Hornbill_0005.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_026.jpg,train
train\Great_Hornbill\Great_Hornbill_0006.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_010.jpg,train
train\Great_Hornbill\Great_Hornbill_0007.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_029.jpg,train
train\Great_Hornbill\Great_Hornbill_0008.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_039.jpg,train
train\Great_Hornbill\Great_Hornbill_0009.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_026.jpg,train
train\Great_Hornbill\Great_Hornbill_0010.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_006.jpg,train
train\Great_Hornbill\Great_Hornbill_0011.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_031.jpg,train
train\Great_Hornbill\Great_Hornbill_0012.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_009.jpg,train
train\Great_Hornbill\Great_Hornbill_0013.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_040.jpg,train
train\Great_Hornbill\Great_Hornbill_0014.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_050.jpg,train
train\Great_Hornbill\Great_Hornbill_0015.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_036.jpg,train
train\Great_Hornbill\Great_Hornbill_0016.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_017.jpg,train
train\Great_Hornbill\Great_Hornbill_0017.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_007.jpg,train
train\Great_Hornbill\Great_Hornbill_0018.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_035.jpg,train
train\Great_Hornbill\Great_Hornbill_0019.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_054.jpg,train
train\Great_Hornbill\Great_Hornbill_0020.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_008.jpg,train
train\Great_Hornbill\Great_Hornbill_0021.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_044.jpg,train
train\Great_Hornbill\Great_Hornbill_0022.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_013.jpg,train
train\Great_Hornbill\Great_Hornbill_0023.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_008.jpg,train
train\Great_Hornbill\Great_Hornbill_0024.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_024.jpg,train
train\Great_Hornbill\Great_Hornbill_0025.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_028.jpg,train
train\Great_Hornbill\Great_Hornbill_0026.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_020.jpg,train
train\Great_Hornbill\Great_Hornbill_0027.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_036.jpg,train
train\Great_Hornbill\Great_Hornbill_0028.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_041.jpg,train
train\Great_Hornbill\Great_Hornbill_0029.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_009.jpg,train
train\Great_Hornbill\Great_Hornbill_0030.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_014.jpg,train
train\Great_Hornbill\Great_Hornbill_0031.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_025.jpg,train
train\Great_Hornbill\Great_Hornbill_0032.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_004.jpg,train
train\Great_Hornbill\Great_Hornbill_0033.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_018.jpg,train
train\Great_Hornbill\Great_Hornbill_0034.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_039.jpg,train
train\Great_Hornbill\Great_Hornbill_0035.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_058.jpg,train
train\Great_Hornbill\Great_Hornbill_0036.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_007.jpg,train
train\Great_Hornbill\Great_Hornbill_0037.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_018.jpg,train
train\Great_Hornbill\Great_Hornbill_0038.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_052.jpg,train
train\Great_Hornbill\Great_Hornbill_0039.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_035.jpg,train
train\Great_Hornbill\Great_Hornbill_0040.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_055.jpg,train
train\Great_Hornbill\Great_Hornbill_0041.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_051.jpg,train
train\Great_Hornbill\Great_Hornbill_0042.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_021.jpg,train
train\Great_Hornbill\Great_Hornbill_0043.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_047.jpg,train
train\Great_Hornbill\Great_Hornbill_0044.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_022.jpg,train
train\Great_Hornbill\Great_Hornbill_0045.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_002.jpg,train
train\Great_Hornbill\Great_Hornbill_0046.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_057.jpg,train
train\Great_Hornbill\Great_Hornbill_0047.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_020.jpg,train
train\Great_Hornbill\Great_Hornbill_0048.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_034.jpg,train
train\Great_Hornbill\Great_Hornbill_0049.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_042.jpg,train
train\Great_Hornbill\Great_Hornbill_0050.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_059.jpg,train
train\Great_Hornbill\Great_Hornbill_0051.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_049.jpg,train
train\Great_Hornbill\Great_Hornbill_0052.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_042.jpg,train
train\Great_Hornbill\Great_Hornbill_0053.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_058.jpg,train
train\Great_Hornbill\Great_Hornbill_0054.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_016.jpg,train
train\Great_Hornbill\Great_Hornbill_0055.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_033.jpg,train
train\Great_Hornbill\Great_Hornbill_0056.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_053.jpg,train
train\Great_Hornbill\Great_Hornbill_0057.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_060.jpg,train
train\Great_Hornbill\Great_Hornbill_0058.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_004.jpg,train
train\Great_Hornbill\Great_Hornbill_0059.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_046.jpg,train
train\Great_Hornbill\Great_Hornbill_0060.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_038.jpg,train
train\Great_Hornbill\Great_Hornbill_0061.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_030.jpg,train
train\Great_Hornbill\Great_Hornbill_0062.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_056.jpg,train
train\Great_Hornbill\Great_Hornbill_0063.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_002.jpg,train
train\Great_Hornbill\Great_Hornbill_0064.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_053.jpg,train
train\Great_Hornbill\Great_Hornbill_0065.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_022.jpg,train
train\Great_Hornbill\Great_Hornbill_0066.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_003.jpg,train
train\Great_Hornbill\Great_Hornbill_0067.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_024.jpg,train
train\Great_Hornbill\Great_Hornbill_0068.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_044.jpg,train
train\Great_Hornbill\Great_Hornbill_0069.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_040.jpg,train
train\Great_Hornbill\Great_Hornbill_0070.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_028.jpg,train
train\Great_Hornbill\Great_Hornbill_0071.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_049.jpg,train
train\Great_Hornbill\Great_Hornbill_0072.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_015.jpg,train
train\Great_Hornbill\Great_Hornbill_0073.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_027.jpg,train
train\Great_Hornbill\Great_Hornbill_0074.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_023.jpg,train
train\Great_Hornbill\Great_Hornbill_0075.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_060.jpg,train
train\Great_Hornbill\Great_Hornbill_0076.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_021.jpg,train
train\Great_Hornbill\Great_Hornbill_0077.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_001.jpg,train
train\Great_Hornbill\Great_Hornbill_0078.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_012.jpg,train
train\Great_Hornbill\Great_Hornbill_0079.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_047.jpg,train
train\Great_Hornbill\Great_Hornbill_0080.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_015.jpg,train
train\Great_Hornbill\Great_Hornbill_0081.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_033.jpg,train
train\Great_Hornbill\Great_Hornbill_0082.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_052.jpg,train
train\Great_Hornbill\Great_Hornbill_0083.jpg,Great_Hornbill,data\raw\Great_Hornbill\great_hornbill_043.jpg,train
train\Indian_Elephant\Indian_Elephant_0000.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_031.jpg,train
train\Indian_Elephant\Indian_Elephant_0001.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_054.jpg,train
train\Indian_Elephant\Indian_Elephant_0002.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_059.jpg,train
train\Indian_Elephant\Indian_Elephant_0003.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_010.jpg,train
train\Indian_Elephant\Indian_Elephant_0004.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_034.jpg,train
train\Indian_Elephant\Indian_Elephant_0005.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_026.jpg,train
train\Indian_Elephant\Indian_Elephant_0006.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_010.jpg,train
train\Indian_Elephant\Indian_Elephant_0007.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_029.jpg,train
train\Indian_Elephant\Indian_Elephant_0008.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_039.jpg,train
train\Indian_Elephant\Indian_Elephant_0009.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_026.jpg,train
train\Indian_Elephant\Indian_Elephant_0010.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_006.jpg,train
train\Indian_Elephant\Indian_Elephant_0011.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_031.jpg,train
train\Indian_Elephant\Indian_Elephant_0012.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_009.jpg,train
train\Indian_Elephant\Indian_Elephant_0013.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_040.jpg,train
train\Indian_Elephant\Indian_Elephant_0014.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_050.jpg,train
train\Indian_Elephant\Indian_Elephant_0015.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_036.jpg,train
train\Indian_Elephant\Indian_Elephant_0016.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_017.jpg,train
train\Indian_Elephant\Indian_Elephant_0017.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_007.jpg,train
train\Indian_Elephant\Indian_Elephant_0018.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_035.jpg,train
train\Indian_Elephant\Indian_Elephant_0019.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_054.jpg,train
train\Indian_Elephant\Indian_Elephant_0020.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_008.jpg,train
train\Indian_Elephant\Indian_Elephant_0021.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_044.jpg,train
train\Indian_Elephant\Indian_Elephant_0022.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_013.jpg,train
train\Indian_Elephant\Indian_Elephant_0023.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_008.jpg,train
train\Indian_Elephant\Indian_Elephant_0024.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_024.jpg,train
train\Indian_Elephant\Indian_Elephant_0025.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_028.jpg,train
train\Indian_Elephant\Indian_Elephant_0026.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_020.jpg,train
train\Indian_Elephant\Indian_Elephant_0027.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_036.jpg,train
train\Indian_Elephant\Indian_Elephant_0028.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_041.jpg,train
train\Indian_Elephant\Indian_Elephant_0029.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_009.jpg,train
train\Indian_Elephant\Indian_Elephant_0030.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_014.jpg,train
train\Indian_Elephant\Indian_Elephant_0031.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_025.jpg,train
train\Indian_Elephant\Indian_Elephant_0032.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_004.jpg,train
train\Indian_Elephant\Indian_Elephant_0033.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_018.jpg,train
train\Indian_Elephant\Indian_Elephant_0034.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_039.jpg,train
train\Indian_Elephant\Indian_Elephant_0035.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_058.jpg,train
train\Indian_Elephant\Indian_Elephant_0036.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_007.jpg,train
train\Indian_Elephant\Indian_Elephant_0037.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_018.jpg,train
train\Indian_Elephant\Indian_Elephant_0038.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_052.jpg,train
train\Indian_Elephant\Indian_Elephant_0039.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_035.jpg,train
